chinese,frequency,pinyin,posseg
歐陽鋒萬,3,ou1-yang2-feng1-wan4,nr
歐陽鋒橫,4,ou1-yang2-feng1-heng2,nr
歐陽克亦,2,ou1-yang2-ke4-yi4,nr
偶數,95,ou3-shu4,n
偶然間,3,ou3-ran2-jian1,n
歐陽鋒授,6,ou1-yang2-feng1-shou4,n
歐陽鋒若,2,ou1-yang2-feng1-ruo4,nr
耦聯,3,ou3-lian2,vn
歐陽鋒心,4,ou1-yang2-feng1-xin1,nt
偶然,1312,ou3-ran2,d
歐陽清,3,ou1-yang2-qing1,nr
歐陽鋒現,2,ou1-yang2-feng1-xian4,nr
偶一,3,ou3-yi1,d
歐羅巴人種,167,ou1-luo2-ba1-ren2-zhong3,n
偶提,3,ou3-ti2,n
歐陽鋒尚,2,ou1-yang2-feng1-shang4,n
偶一為之,15,ou3-yi1-wei4-zhi1,i
毆傷,5,ou1-shang1,v
嘔吐者,3,ou3-tu3-zhe3,i
偶爾,1361,ou3-er3,d
偶人,30,ou3-ren2,n
偶合,9,ou3-he2,n
嘔吐,625,ou3-tu3,v
歐版,3,ou1-ban3,n
偶發,44,ou3-fa1,d
歐羅巴洲,19,ou1-luo2-ba1-zhou1,ns
歐迪芬,3,ou1-di2-fen1,nr
歐陽牧,2,ou1-yang2-mu4,nr
歐陽克打,2,ou1-yang2-ke4-da3,nz
歐陽克正,2,ou1-yang2-ke4-zheng4,nr
耦耕鄉,3,ou3-geng1-xiang1,vn
歐廣源,3,ou1-guang3-yuan2,nr
謳功頌德,3,ou1-gong1-song4-de2,v
鷗水相依,3,ou1-shui3-xiang1-yi1,n
歐元,1237,ou1-yuan2,nz
偶蹄目,38,ou3-ti2-mu4,n
歐陽鋒本,2,ou1-yang2-feng1-ben3,ns
歐普祥,2,ou1-pu3-xiang2,nr
偶然學習,3,ou3-ran2-xue2-xi2,n
歐陽世兄,5,ou1-yang2-shi4-xiong1,nr
歐陽鋒勁,3,ou1-yang2-feng1-jin4,nr
歐華,6,ou1-hua2,nz
歐洲集團,3,ou1-zhou1-ji2-tuan2,nt
歐陽豔平,3,ou1-yang2-yan4-ping2,nr
歐裔,4,ou1-yi4,n
歐呂豐,16,ou1-lv3-feng1,nr
偶然中斷,3,ou3-ran2-zhong1-duan4,i
歐陽鋒害,2,ou1-yang2-feng1-hai4,n
鷗,113,ou1,ng
歐陽鋒奇,4,ou1-yang2-feng1-qi2,nr
歐陽洛,10,ou1-yang2-luo4,ns
歐美均,2,ou1-mei3-jun1,j
歐時力,3,ou1-shi2-li4,nr
歐陽夫人,4,ou1-yang2-fu1-ren2,nz
歐司朗,5,ou1-si1-lang3,nr
偶函數,3,ou3-han2-shu4,n
歐文斯,10,ou1-wen2-si1,nr
歐陽克面,2,ou1-yang2-ke4-mian4,nz
歐陽克驚,4,ou1-yang2-ke4-jing1,nr
歐陽鋒微微,4,ou1-yang2-feng1-wei1-wei1,nr
偶極子,29,ou3-ji2-zi,n
歐美經典,3,ou1-mei3-jing1-dian3,ns
歐泊,11,ou1-po1,ns
歐陽鋒遠,2,ou1-yang2-feng1-yuan3,ns
慪,55,ou4,v
藕荷色,7,ou3-he2-se4,n
偶氮染料,9,ou3-dan4-ran3-liao4,n
歐美歌曲,3,ou1-mei3-ge1-qu3,ns
歐幾里得,251,ou1-ji3-li3-de2,ns
歐陽鋒料,3,ou1-yang2-feng1-liao4,n
歐美版,3,ou1-mei3-ban3,nz
歐陽鋒舊,2,ou1-yang2-feng1-jiu4,ns
藕粉,19,ou3-fen3,n
嘔吐物,3,ou3-tu3-wu4,i
歐美歌手,3,ou1-mei3-ge1-shou3,nt
藕荷,3,ou3-he2,n
歐羅港,2,ou1-luo2-gang3,ns
藕葉,3,ou3-ye4,n
歐洲委員會,31,ou1-zhou1-wei3-yuan2-hui4,nt
歐陽鋒右,5,ou1-yang2-feng1-you4,nr
歐米加,5,ou1-mi3-jia1,ns
歐陽鋒素,2,ou1-yang2-feng1-su4,n
歐陽溥存,2,ou1-yang2-pu3-cun2,nr
耦合環,3,ou3-he2-huan2,vn
歐陽克耳,2,ou1-yang2-ke4-er3,nr
歐陽克,437,ou1-yang2-ke4,ns
歐某陵,13,ou1-mou3-ling2,nr
鏂,1258,ou1,zg
謳吟,3,ou1-yin2,v
歐洲地區,38,ou1-zhou1-de-qu1,ns
嘔心,3,ou3-xin1,v
歐姆電阻,3,ou1-mu3-dian4-zu3,n
哦,3470,o2,zg
歐亞非,3,ou1-ya4-fei1,ns
偶見,3,ou3-jian4,a
歐陽山尊,2,ou1-yang2-shan1-zun1,nr
歐戰時,3,ou1-zhan4-shi2,n
漚珠槿豔,3,ou1-zhu1-jin3-yan4,nr
偶語,3,ou3-yu3,n
歐三洲,4,ou1-san1-zhou1,ns
歐文堡,4,ou1-wen2-bao3,nr
歐安,2,ou1-an1,ns
歐洲盟軍,3,ou1-zhou1-meng2-jun1,nt
偶逢,3,ou3-feng2,v
歐尼修,16,ou1-ni2-xiu1,nr
歐洲共同,3,ou1-zhou1-gong4-tong2,ns
歐洲原子能共同體,4,ou1-zhou1-yuan2-zi3-neng2-gong4-tong2-ti3,nt
喔,119,o1,e
歐陽克大,3,ou1-yang2-ke4-da4,ns
謳,12,ou1,v
歐陽鋒怪,3,ou1-yang2-feng1-guai4,n
歐陽鋒蛇,5,ou1-yang2-feng1-she2,n
歐南喜,4,ou1-nan2-xi3,nr
歐舒丹,3,ou1-shu1-dan1,nr
歐洲共同體,127,ou1-zhou1-gong4-tong2-ti3,nt
偶筆,3,ou3-bi3,d
藕節,5,ou3-jie2,n
漚沫槿豔,3,ou1-mo4-jin3-yan4,nr
鷗鳥,11,ou1-niao3,n
歐拉,277,ou1-la1,ns
藕花,3,ou3-hua1,n
甌江,33,ou1-jiang1,ns
歐委會,17,ou1-wei3-hui4,nt
歐格,38,ou1-ge2,n
歐陽天都,3,ou1-yang2-tian1-du1,ns
偶聯,3,ou3-lian2,n
偶然誤差,3,ou3-ran2-wu4-cha4,n
偶變投隙,3,ou3-bian4-tou2-xi4,i
歐陽鋒冷,9,ou1-yang2-feng1-leng3,ns
偶而為之,3,ou3-er2-wei4-zhi1,i
歐陽鋒罩,2,ou1-yang2-feng1-zhao4,n
噢冷酷,3,o1-leng3-ku4,nr
歐陽鋒喜,2,ou1-yang2-feng1-xi3,nr
歐陽應霽,6,ou1-yang2-ying1-ji4,nr
歐洲人,611,ou1-zhou1-ren2,n
歐市各國,3,ou1-shi4-ge4-guo2,ns
膒,4,ou1,zg
歐陽鐸,4,ou1-yang2-duo2,nr
哦哦哦,3,o2-o2-o2,v
歐律狄,3,ou1-lv4-di2,nr
偶像人物,3,ou3-xiang4-ren2-wu4,n
歐家碧,2,ou1-jia1-bi4,nr
歐式建築,3,ou1-shi4-jian4-zhu4,l
偶氮,3,ou3-dan4,n
偶像,367,ou3-xiang4,n
嘔血時,3,ou3-xue4-shi2,i
偶起,3,ou3-qi3,a
歐拉角,3,ou1-la1-jiao3,ns
偶數號,3,ou3-shu4-hao4,n
偶像劇,2,ou3-xiang4-ju4,n
歐陽一敬,9,ou1-yang2-yi1-jing4,nr
歐拉變換,3,ou1-la1-bian4-huan4,nr
歐陽山,10,ou1-yang2-shan1,ns
歐陽克猛,2,ou1-yang2-ke4-meng3,nr
歐美音樂,3,ou1-mei3-yin1-le4,ns
歐陽小子,3,ou1-yang2-xiao3-zi,nr
歐震將軍,2,ou1-zhen4-jiang1-jun1,nr
偶,982,ou3,d
歐洲法院,2,ou1-zhou1-fa3-yuan4,nt
歐提德,2,ou1-ti2-de2,nr
偶氮化物,3,ou3-dan4-hua4-wu4,n
歐美地區,3,ou1-mei3-di4-qu1,ns
歐亨尼,4,ou1-heng1-ni2,nr
歐貝德,8,ou1-bei4-de2,nr
歐瑪爾,4,ou1-ma3-er3,nr
歐化傾向,3,ou1-hua4-qing1-xiang4,n
歐陽克忽,2,ou1-yang2-ke4-hu1,nr
歐陽氏,3,ou1-yang2-shi4,nr
歐燕萍,3,ou1-yan4-ping2,nr
歐智華,3,ou1-zhi4-hua2,nrfg
慪氣,45,ou4-qi4,v
歐陽克笑,38,ou1-yang2-ke4-xiao4,nr
歐洲足聯,2,ou1-zhou1-zu2-lian2,nt
歐陽克見,17,ou1-yang2-ke4-jian4,nr
歐洲各國,3,ou1-zhou1-ge4-guo2,ns
歐內斯特,4,ou1-nei4-si1-te4,ns
藕斷絲連,21,ou3-duan4-si1-lian2,i
歐陽文忠,3,ou1-yang2-wen2-zhong1,nr
歐洲防風,3,ou1-zhou1-fang2-feng1,n
鷗波萍跡,3,ou1-bo1-ping2-ji1,v
歐陽奮強,3,ou1-yang2-fen4-qiang2,nr
歐美各國,3,ou1-mei3-ge4-guo2,ns
歐姆計,3,ou1-mu3-ji4,nr
歐爾,4,ou1-er3,ns
歐美軍,2,ou1-mei3-jun1,nr
歐陽鋒震,2,ou1-yang2-feng1-zhen4,nr
歐德尼,7,ou1-de2-ni2,nr
歐陽天,100,ou1-yang2-tian1,ns
歐羅巴,38,ou1-luo2-ba1,ns
歐呂第,16,ou1-lv3-di4,nr
歐陽鋒躍,4,ou1-yang2-feng1-yue4,nr
歐陽克口,2,ou1-yang2-ke4-kou3,ns
歐陽克雙,3,ou1-yang2-ke4-shuang1,ns
歐羅塔,2,ou1-luo2-ta3,ns
歐氏,7,ou1-shi4,nr
歐陽鋒相,2,ou1-yang2-feng1-xiang1,n
耦,35,ou3,zg
歐陽鋒搶,3,ou1-yang2-feng1-qiang3,nr
歐陽鋒掌,5,ou1-yang2-feng1-zhang3,n
櫙,276,ou1,zg
歐陽,257,ou1-yang2,ns
歐州,4,ou1-zhou1,ns
歐幾裡德,32,ou1-ji3-li3-de2,ns
歐陽詢,17,ou1-yang2-xun2,nr
歐陸,17,ou1-lu4,ns
漚肥,13,ou1-fei2,vn
歐陽牧之,3,ou1-yang2-mu4-zhi1,nr
歐陽永叔,2,ou1-yang2-yong3-shu1,nr
歐陽公子,8,ou1-yang2-gong1-zi,n
歐冶子,21,ou1-ye3-zi,nr
歐陽建,2,ou1-yang2-jian4,ns
歐陽鋒行,2,ou1-yang2-feng1-xing2,nt
歐洲式,13,ou1-zhou1-shi4,n
歐陽克甚,2,ou1-yang2-ke4-shen2,nr
歐陽鋒知,3,ou1-yang2-feng1-zhi1,n
甌海區,3,ou1-hai3-qu1,ns
歐陽修另,2,ou1-yang2-xiu1-ling4,nr
偶然性,141,ou3-ran2-xing4,n
歐陽侍郎,30,ou1-yang2-shi4-lang2,nr
歐陽鋒鬥,7,ou1-yang2-feng1-dou4,nr
歐陽鋒忽,7,ou1-yang2-feng1-hu1,nr
歐姆定律,42,ou1-mu3-ding4-lv4,nr
歐市,3,ou1-shi4,ns
歐安組織,19,ou1-an1-zu3-zhi1,nt
歐姆,34,ou1-mu3,nr
歐姆龍,3,ou1-mu3-long2,nr
歐幾裡得,251,ou1-ji3-li3-de2,ns
偶數班,3,ou3-shu4-ban1,n
歐亞大陸,433,ou1-ya4-da4-lu4,ns
偶聯劑,3,ou3-lian2-ji4,n
歐威,3,ou1-wei1,ns
哦開機可,3,o2-kai1-ji1-ke3,v
歐米珈,2,ou1-mi3-jia1,nrt
歐戰後,3,ou1-zhan4-hou4,nr
嘔心滴血,3,ou3-xin1-di1-xue4,i
歐陽鋒怒,6,ou1-yang2-feng1-nu4,nr
歐陽鋒甚,2,ou1-yang2-feng1-shen2,nr
嘔吐時,3,ou3-tu3-shi2,i
謳歌,112,ou1-ge1,v
歐打,3,ou1-da3,nz
歐力重,4,ou1-li4-zhong4,nr
歐式,68,ou1-shi4,n
歐陽華,5,ou1-yang2-hua2,nr
歐洲區,6,ou1-zhou1-qu1,ns
偶然變異,3,ou3-ran2-bian4-yi4,i
歐戰,3,ou1-zhan4,nz
歐幾,4,ou1-ji3,n
歐耶伊,2,ou1-ye2-yi1,nr
歐陽克心,6,ou1-yang2-ke4-xin1,ns
嘔氣,3,ou3-qi4,v
歐安會,41,ou1-an1-hui4,nt
歐洲聯盟,48,ou1-zhou1-lian2-meng2,nt
歐美人,7,ou1-mei3-ren2,nr
偶象,3,ou3-xiang4,n
歐幾里德,32,ou1-ji3-li3-de2,ns
歐馬可,5,ou1-ma3-ke3,nr
嘔心鏤骨,3,ou3-xin1-lou4-gu3,i
藕,4215,ou3,n
歐米茄,25,ou1-mi3-jia1,n
歐陽鋒攻,4,ou1-yang2-feng1-gong1,nr
歐陽予倩,31,ou1-yang2-yu3-qian4,nr
歐洲理事會,8,ou1-zhou1-li3-shi4-hui4,nt
偶感,3,ou3-gan3,a
歐姆表,3,ou1-mu3-biao3,nr
歐德寧,34,ou1-de2-ning2,nr
藕絲,4,ou3-si1,n
歐空局,26,ou1-kong1-ju2,nt
歐陽賢,3,ou1-yang2-xian2,nr
毆擊,3,ou1-ji1,v
歐陽公政,12,ou1-yang2-gong1-zheng4,nr
歐非混,4,ou1-fei1-hun4,nr
歐陽克轉,2,ou1-yang2-ke4-zhuan3,nr
毆辱,10,ou1-ru3,v
歐陽鋒連,2,ou1-yang2-feng1-lian2,ns
歐遊記趣,3,ou1-you2-ji4-qu4,n
偶記,3,ou3-ji4,n
偶數按摩,3,ou3-shu4-an4-mo2,n
嘔啞,3,ou3-ya3,v
偶然事故,18,ou3-ran2-shi4-gu4,n
歐查果,3,ou1-zha1-guo3,n
耦色,3,ou3-se4,vn
偶然之間,3,ou3-ran2-zhi1-jian1,i
歐尼爾,3,ou1-ni2-er3,ns
偶聯聚合,3,ou3-lian2-ju4-he2,n
歐巴桑,3,ou1-ba1-sang1,nr
歐陽鋒贊,2,ou1-yang2-feng1-zan4,nr
嘔血,92,ou3-xue4,v
毆,159,ou1,v
歐陽東鳳,4,ou1-yang2-dong1-feng4,ns
漚浮泡影,3,ou1-fu2-pao4-ying3,nr
歐塞爾,4,ou1-sai1-er3,ns
漚心瀝血,3,ou1-xin1-li4-xue4,vn
甌繡,3,ou1-xiu4,n
歐化,47,ou1-hua4,j
歐洲核子研究中心,9,ou1-zhou1-he2-zi3-yan2-jiu1-zhong1-xin1,nt
耦合度,3,ou3-he2-du4,vn
歐廣聯,2,ou1-guang3-lian2,ns
歐文,105,ou1-wen2,nz
歐風東漸,3,ou1-feng1-dong1-jian4,nr
歐陽克聽,2,ou1-yang2-ke4-ting1,nr
歐洲央行,13,ou1-zhou1-yang1-hang2,nt
歐美,183,ou1-mei3,ns
歐陽天嘆,2,ou1-yang2-tian1-tan4,nr
甌海縣,3,ou1-hai3-xian4,ns
歐防風,3,ou1-fang2-feng1,n
歐陽謙叔,2,ou1-yang2-qian1-shu1,nr
漚,96,ou1,v
歐陽世伯,2,ou1-yang2-shi4-bo2,nz
歐陽修成,2,ou1-yang2-xiu1-cheng2,nr
歐洲,9256,ou1-zhou1,ns
歐陽鋒自,2,ou1-yang2-feng1-zi4,ns
歐陽鋒,1511,ou1-yang2-feng1,nr
歐倫施,6,ou1-lun2-shi1,nr
歐陽兄,5,ou1-yang2-xiong1,nr
藕色,10,ou3-se4,n
嘔出,3,ou3-chu1,v
吘,43,ou3,zg
歐後亞,2,ou1-hou4-ya4,nr
歐美先進,3,ou1-mei3-xian1-jin4,nr
偶數排,3,ou3-shu4-pai2,n
藕合,3,ou3-he2,n
歐陽鋒先,2,ou1-yang2-feng1-xian1,nr
歐洲鰻,3,ou1-zhou1-man2,n
偶犯,3,ou3-fan4,n
嘔心抽腸,3,ou3-xin1-chou1-chang2,i
歐洲李,3,ou1-zhou1-li3,ns
歐陽明,3,ou1-yang2-ming2,nr
毆打成傷,3,ou1-da3-cheng2-shang1,v
歐陽鋒竟,5,ou1-yang2-feng1-jing4,nr
歐風美雨,3,ou1-feng1-mei3-yu3,nr
偶遇,39,ou3-yu4,n
歐洲議會,26,ou1-zhou1-yi4-hui4,nt
歐陽修,162,ou1-yang2-xiu1,nr
耦合擺,3,ou3-he2-bai3,vn
歐洲山梨,3,ou1-zhou1-shan1-li2,ns
歐盟委員會,85,ou1-meng2-wei3-yuan2-hui4,nt
歐修克拉,16,ou1-xiu1-ke4-la1,nr
嘔,289,ou3,v
歐陽鋒剛,2,ou1-yang2-feng1-gang1,nr
歐共體,275,ou1-gong4-ti3,nt
歐洲盃,14,ou1-zhou1-bei1,nz
偶而,3,ou3-er2,d
毆氣,3,ou1-qi4,v
歐陽克解,2,ou1-yang2-ke4-jie3,nr
歐亞,284,ou1-ya4,ns
歐美化,3,ou1-mei3-hua4,j
歐陽克躍,2,ou1-yang2-ke4-yue4,nr
歐體,3,ou1-ti3,n
歐非,3,ou1-fei1,ns
歐陽鋒閃,2,ou1-yang2-feng1-shan3,nr
歐陽大哥,3,ou1-yang2-da4-ge1,ns
歐俄,3,ou1-e2,ns
噢,814,o1,e
歐元區,27,ou1-yuan2-qu1,ns
歐漢倫,2,ou1-han4-lun2,nr
甌海,3,ou1-hai3,ns
歐陽鋒凝,2,ou1-yang2-feng1-ning2,nr
偶蹄,12,ou3-ti2,n
歐麥爾,21,ou1-mai4-er3,nr
歐本海默,3,ou1-ben3-hai3-mo4,nr
藕片,2,ou3-pian4,n
歐西亞,3,ou1-xi1-ya4,ns
歐美列,2,ou1-mei3-lie4,ns
偶性,3,ou3-xing4,n
歐吐密,2,ou1-tu3-mi4,nr
歐陽暉,7,ou1-yang2-hui1,nr
歐錦棠,3,ou1-jin3-tang2,nrfg
歐陽鋒全,2,ou1-yang2-feng1-quan2,nr
歐加農,3,ou1-jia1-nong2,nr
歐陽克之,2,ou1-yang2-ke4-zhi1,nr
歐戰前,3,ou1-zhan4-qian2,nr
歐胡島,3,ou1-hu2-dao3,ns
藕灰,3,ou3-hui1,n
歐加登,4,ou1-jia1-deng1,ns
歐美男,3,ou1-mei3-nan2,nr
歐洲航天局,12,ou1-zhou1-hang2-tian1-ju2,nt
歐,2338,ou1,ns
歐遊,3,ou1-you2,j
歐足聯,3,ou1-zu2-lian2,ns
毆打,150,ou1-da3,v
歐美片,3,ou1-mei3-pian4,nz
毆鬥,21,ou1-dou4,v
歐克拉蒂,6,ou1-ke4-la1-di4,nrt
偶像化,3,ou3-xiang4-hua4,n
偶發性,7,ou3-fa1-xing4,n
歐欣寧,4,ou1-xin1-ning2,nr
藕斷,3,ou3-duan4,n
歐洲遊,3,ou1-zhou1-you2,ns
歐陽鋒仇,2,ou1-yang2-feng1-chou2,nr
偶極矩,31,ou3-ji2-ju3,n
偶們,3,ou3-men,n
歐陽祥,256,ou1-yang2-xiang2,nr
筽,333,o,zg
塸,4,ou1,zg
歐冠杯,4,ou1-guan1-bei1,nr
甌,83,ou1,ns
鷗鷺忘機,3,ou1-lu4-wang4-ji1,n
歐美國家,3,ou1-mei3-guo2-jia1,ns
歐人,3,ou1-ren2,ns
歐萊雅,49,ou1-lai2-ya3,nr
歐遊之行,3,ou1-you2-zhi1-xing2,l
歐德,4,ou1-de2,ns
歐陽鋒收,2,ou1-yang2-feng1-shou1,n
歐洲中央銀行,4,ou1-zhou1-zhong1-yang1-yin2-xing2,nt
歐風西漸,3,ou1-feng1-xi1-jian4,nr
歐寶,7,ou1-bao3,nr
歐大哥,7,ou1-da4-ge1,ns
耦合探針,3,ou3-he2-tan4-zhen1,v
歐佩克,156,ou1-pei4-ke4,nr
甌越,3,ou1-yue4,ns
偶姻,3,ou3-yin1,n
歐陽克怒,2,ou1-yang2-ke4-nu4,nr
歐陽克揮,2,ou1-yang2-ke4-hui1,nr
偶像崇拜,3,ou3-xiang4-chong2-bai4,i
歐根,4,ou1-gen1,ns
歐陽克連,3,ou1-yang2-ke4-lian2,ns
歐陽海,2,ou1-yang2-hai3,ns
偶合器,3,ou3-he2-qi4,n
歐裡,102,ou1-li3,ns
偶或,20,ou3-huo4,d
歐陽玄,7,ou1-yang2-xuan2,nr
歐新民,2,ou1-xin1-min2,nr
歐陽先生,4,ou1-yang2-xian1-sheng1,nr
嘔心瀝血,65,ou3-xin1-li4-xue4,i
歐亞大陸橋,6,ou1-ya4-da4-lu4-qiao2,ns
歐仁,3,ou1-ren2,nr
歐陽鋒復,2,ou1-yang2-feng1-fu4,nr
歐錦賽,7,ou1-jin3-sai4,nr
耦合孔,3,ou3-he2-kong3,vn
歐盟,1518,ou1-meng2,j
歐海,3,ou1-hai3,ns
歐化趨勢,3,ou1-hua4-qu1-shi4,n
歐陽震華,3,ou1-yang2-zhen4-hua2,nr
歐侯氏,2,ou1-hou4-shi4,nr
喔啊聲,3,o1-a-sheng1,z
歐陽鋒喝,4,ou1-yang2-feng1-he1,nr
歐芹,4,ou1-qin2,nr
歐陽鋒輕,2,ou1-yang2-feng1-qing1,nr
歐萊雅集團,5,ou1-lai2-ya3-ji2-tuan2,nt
歐蘭德,3,ou1-lan2-de2,nr
偶發事件,3,ou3-fa1-shi4-jian4,n
歐倍德,4,ou1-bei4-de2,nr
歐陽峰,2,ou1-yang2-feng1,ns
歐閒網,3,ou1-xian2-wang3,nr
耦合,166,ou3-he2,vn
歐陽鋒教,2,ou1-yang2-feng1-jiao4,n
偶也來,3,ou3-ye3-lai2,i
歐西,4,ou1-xi1,ns
歐陽鋒嘆,4,ou1-yang2-feng1-tan4,nr
歐陽鋒命,2,ou1-yang2-feng1-ming4,n
歐陽靖,3,ou1-yang2-jing4,ns
歐藍德,3,ou1-lan2-de2,nr
歐洲經濟共同體,23,ou1-zhou1-jing1-ji4-gong4-tong2-ti3,nt
歐文肖,2,ou1-wen2-xiao4,nr
